symbol,timestamp,price,rsi,macd,macd_signal,ema_trend,bollinger_pos,momentum,volatility,volume_relative_%,sentiment_score,signal
BTC-USDT,2025-05-13 21:00:00,104344.1,59.716632995829954,372.53777666455426,210.0358383709758,1,0.7835146604608182,0.5986124608573672,0.0020008933242661175,37.21062746962148,0.0,NEUTRO
ETH-USDT,2025-05-13 21:00:00,2679.43,75.88311576899565,50.347828645314166,29.388313907035624,1,0.9011384088051763,3.1613355304698563,0.0038775252243612446,51.559184022178385,0.0,NEUTRO
SOL-USDT,2025-05-13 21:00:00,181.82,68.77575137398489,2.248354972915962,1.1683502371293462,1,0.9131775749932501,2.967493487371152,0.007147966733832445,84.6212801975587,0.0,NEUTRO
XRP-USDT,2025-05-13 21:00:00,2.57027,60.009108032636576,0.023666649589163313,0.020715985154359285,1,0.7601389765381492,0.747491376607075,0.004785819106879474,56.12521200899175,0.0,NEUTRO
ADA-USDT,2025-05-13 21:00:00,0.8256,58.40103919308353,0.005625630038458396,0.001387780638052811,1,0.8346337363481767,1.5623077869356679,0.007930785868781598,34.42113366796366,0.0,NEUTRO
DOGE-USDT,2025-05-13 21:00:00,0.23791,61.172308061723754,0.0022779936039831195,0.0006706804292666636,1,0.8220002154209937,0.6217222128235489,0.005974763934152194,31.939363674859315,0.0,NEUTRO
DOT-USDT,2025-05-13 21:00:00,5.1836,61.30800369508877,0.03446888738548459,0.0066163988399180005,1,0.8652611539032762,1.8008994677821706,0.004474831473621488,51.134920495266236,0.0,NEUTRO
TRX-USDT,2025-05-13 21:00:00,0.271,59.87890110573162,0.000950813097189529,0.0002106821831715202,1,0.8326395898836729,0.48201705598814365,0.0007374631268435294,47.78253110896805,0.0,NEUTRO
LTC-USDT,2025-05-13 21:00:00,103.793,56.78252041924908,0.4618924199242258,0.21711636881022583,1,0.8364440810302713,2.1423791528893155,0.008227110287232109,48.90979923968708,0.0,NEUTRO
AVAX-USDT,2025-05-13 21:00:00,25.807,67.06845934450028,0.2896647679682438,0.12213915683976714,1,0.9127484517989481,2.315347103833801,0.0035907335907335858,41.3882967085495,0.0,NEUTRO
UNI-USDT,2025-05-13 21:00:00,7.1103,61.9241109835618,0.07729605443558452,0.022285552815231917,1,0.8605827500773823,2.4583195238987194,0.008409338130700439,95.48861931399215,0.0,NEUTRO
BCH-USDT,2025-05-13 21:00:00,412.56,60.69226422357241,1.6063557166688156,-0.22332398989652658,1,0.8947974013760841,1.643302372563999,0.0028279312595170802,15.29740946060319,0.0,NEUTRO
LINK-USDT,2025-05-13 21:00:00,17.5898,70.30559695378551,0.2177002910364827,0.08924397190894824,1,0.9299255066993902,3.2392489684761614,0.0010449676855101009,105.0448050797784,0.0,NEUTRO
ATOM-USDT,2025-05-13 21:00:00,5.2871,58.7664241704436,0.021014219207721396,-0.007448807014850134,1,0.8856604030475144,1.7278202143420514,0.007862638393694832,53.39984167562917,0.0,NEUTRO
ETC-USDT,2025-05-13 21:00:00,20.8258,71.7608185722099,0.26801704163372264,0.11305739519952354,1,0.9463272957103602,3.4704108350349983,0.0006286320295215697,89.35136273352246,0.0,NEUTRO
FIL-USDT,2025-05-13 21:00:00,3.229,67.13808826052032,0.029653142778762298,0.004859833896601563,1,0.9371520217346442,2.5404890441409993,3.0970299482957486e-05,75.0114431756149,0.0,NEUTRO
XLM-USDT,2025-05-13 21:00:00,0.3148,58.0205214796191,0.0011990459377169693,3.275209816350463e-05,1,0.8479564130483979,1.254422643936962,0.0034821145932256714,57.80491674327831,0.0,NEUTRO
NEAR-USDT,2025-05-13 21:00:00,3.2435,62.518353874343624,0.02744231163173705,0.007101095444589389,1,0.9121283572287604,2.5256037425717492,0.003379935473959206,46.390405759151584,0.0,NEUTRO
ALGO-USDT,2025-05-13 21:00:00,0.2476,61.77310746464796,0.0022195436154686388,0.0005183650379069017,1,0.8706266161521149,1.8930041152263346,0.002417405318291821,20.546587028740646,0.0,NEUTRO
VET-USDT,2025-05-13 21:00:00,0.03208,63.77072139057762,0.00030081963538151554,3.411582889186776e-05,1,0.9226367227171354,2.9525032092426096,0.002177293934681246,53.25251994175996,0.0,NEUTRO
