symbol,timestamp,price,rsi,macd,macd_signal,ema_trend,bollinger_pos,momentum,volatility,volume_relative_%,sentiment_score,signal
BTC-USDT,2025-05-14 18:00:00,103108.7,41.657705765289116,-82.04020892106928,4.571048543089127,0,0.02818705613408976,-0.8105718735600284,0.0013569164968504355,19.168075332538724,0.0,NEUTRO
ETH-USDT,2025-05-14 18:00:00,2583.3,44.486101596658266,-0.9583762621941787,9.509615241807117,0,0.18697579775532044,-0.8874207248995621,0.0028178800277927074,17.636047530291485,0.0,NEUTRO
SOL-USDT,2025-05-14 18:00:00,175.53,40.110285510731444,-0.4266731404349855,0.45393517875922196,0,0.06598754639849326,-1.9001844296652353,0.001972969745901998,12.154371240145762,0.0,NEUTRO
XRP-USDT,2025-05-14 18:00:00,2.54883,45.62209427926494,0.002926344870672448,0.011270865110433211,1,0.18016811360964294,-1.141084068651217,0.0013243424326367936,13.684002187525682,0.0,NEUTRO
ADA-USDT,2025-05-14 18:00:00,0.7997,40.697832397889734,-0.003329042280240113,-0.0005708768528149709,0,0.08587192890564534,-1.9615054554370497,0.00012503125781448965,9.013850533319953,0.0,NEUTRO
DOGE-USDT,2025-05-14 18:00:00,0.23268,45.14732113559645,-0.0006018543589380865,0.0002905416721553286,0,0.22754988909459484,-1.054601122639909,0.0007311513483290177,10.37654571639768,0.0,NEUTRO
DOT-USDT,2025-05-14 18:00:00,5.0073,39.99376301740803,-0.028910849761311752,-0.01106508351314624,0,0.18178151338270448,-0.9436201780415402,0.0004391655853878129,6.276001279658466,0.0,NEUTRO
TRX-USDT,2025-05-14 18:00:00,0.2761,61.711916999198,0.0017692448700351582,0.0017151929239388173,1,0.7443660178767663,0.21778584392014136,0.0014466546112116285,18.200242066983837,0.0,NEUTRO
LTC-USDT,2025-05-14 18:00:00,99.943,39.598668426478696,-0.7683239022251911,-0.3928786032589979,0,0.16733926320534817,-0.8118220343188315,0.0002900812227423222,16.75123816505813,0.0,NEUTRO
AVAX-USDT,2025-05-14 18:00:00,25.195,42.72859971706773,-0.014608679675156111,0.11499949488522945,0,0.13096725103926124,-1.8771663356311068,0.000674282087894662,13.145937190574786,0.0,NEUTRO
UNI-USDT,2025-05-14 18:00:00,6.6026,33.08622022351176,-0.08080262098344893,-0.05703563329848119,0,0.1910885478269534,-1.6782571143508145,0.00037878213966457963,6.247599807154762,0.0,NEUTRO
BCH-USDT,2025-05-14 18:00:00,404.14,45.36475232789929,-0.9472238690219683,-0.41140655555058286,0,0.2604418822910882,-0.42379145518159644,0.0028785547669858413,8.029518538356244,0.0,NEUTRO
LINK-USDT,2025-05-14 18:00:00,16.8893,43.85377539460482,-0.03618326870830302,0.008066260587308617,0,0.18410234485144783,-0.8529698378594297,0.001997270003722851,10.099760725176083,0.0,NEUTRO
ATOM-USDT,2025-05-14 18:00:00,5.1124,42.24713693993271,-0.03228311972927678,-0.021151214948213017,0,0.24385497934906497,-0.6201038042104905,0.0007232071304313914,24.586696184555866,0.0,NEUTRO
ETC-USDT,2025-05-14 18:00:00,19.812,38.14301102647739,-0.09840516441262892,-0.014446771289503411,0,0.16475897979427828,-0.9399999999999942,0.00044397804326756773,103.89593156869408,0.0,NEUTRO
FIL-USDT,2025-05-14 18:00:00,3.0757,37.75478674404462,-0.020995944144776235,-0.006347937479346027,0,0.16319298411368988,-1.3439825506800118,0.00045497383900439115,17.423713584559906,0.0,NEUTRO
XLM-USDT,2025-05-14 18:00:00,0.3045,38.14985274077079,-0.0015102032177404245,-0.0005927945695106268,0,0.05787029775532606,-1.8058690744920973,0.0013119055428009174,6.186116734251351,0.0,NEUTRO
NEAR-USDT,2025-05-14 18:00:00,3.062,35.94995589789214,-0.030057989082852732,-0.015365262390367028,0,0.1600896198834911,-1.2034975639660603,0.0009461972658162399,17.158525862914367,0.0,NEUTRO
ALGO-USDT,2025-05-14 18:00:00,0.2396,42.50157753778967,-0.0009959324810341341,3.712707728123935e-05,0,0.1730241244191117,-1.0326311441553084,0.002510460251046176,16.916104157846505,0.0,NEUTRO
