symbol,timestamp,price,rsi,macd,macd_signal,ema_trend,bollinger_pos,momentum,volatility,volume_relative_%,sentiment_score,signal
BTC-USDT,2025-05-11 16:00:00,103836.9,48.98466673438403,175.46179024224693,223.30416960435102,1,0.32826078800873576,-0.7757382557069538,0.002914334878682978,77.95005005452981,0.0,NEUTRO
ETH-USDT,2025-05-11 16:00:00,2461.65,46.0359093699878,9.391524181140085,23.545667371206267,1,0.09780811995691888,-2.7300315322790842,0.00017058816361847917,47.93735329114769,0.0,NEUTRO
SOL-USDT,2025-05-11 16:00:00,170.476,40.503290778037275,-0.3258477596464786,0.39993656029509667,0,0.07160926425073937,-2.4614081863850097,0.00011733233209754168,149.06405763325455,0.0,NEUTRO
XRP-USDT,2025-05-11 16:00:00,2.34022,38.704341628810084,-0.01199232626715796,-0.005105026827138677,0,0.14638476349262453,-1.9129370541440034,0.003101171458999019,100.1283135259231,0.0,NEUTRO
ADA-USDT,2025-05-11 16:00:00,0.7884,42.35670924774826,-0.0032727304517587985,-0.00024885820566730244,0,0.18707840060239708,-1.928100510013678,0.002151626376408089,68.35923343135669,0.0,NEUTRO
DOGE-USDT,2025-05-11 16:00:00,0.22479,41.35064548414849,0.00016021022612164315,0.0023446096693030155,1,0.08613968735079622,-3.99743754003844,0.009037206841826961,84.0074395283782,0.0,NEUTRO
DOT-USDT,2025-05-11 16:00:00,5.0315,47.952062402787455,0.005847874057715252,0.021894853760772777,1,0.27214849807634806,-1.495722312496321,0.0035252411225317193,78.20268503711911,0.0,NEUTRO
TRX-USDT,2025-05-11 16:00:00,0.2611,46.142506210444324,-0.00033805401668390855,7.816030960958956e-05,0,0.27645430074632676,-0.6846709775580159,0.0015343306482547003,46.854989544761324,0.0,NEUTRO
LTC-USDT,2025-05-11 16:00:00,98.896,36.24547525992155,-0.7889848847411116,-0.31719550987719647,0,0.09302635775562426,-2.733218588640272,0.004940283940555568,146.1747909486831,0.0,NEUTRO
AVAX-USDT,2025-05-11 16:00:00,24.322,44.12993194506871,0.0014167616881586298,0.13556122581497893,1,0.14871490036301063,-2.2034579815038273,0.002624456655458074,60.74952879165153,0.0,NEUTRO
UNI-USDT,2025-05-11 16:00:00,6.7696,42.00209987930856,0.012349520840547967,0.08500775632425633,1,0.08474980482248427,-4.533852293720302,0.00492422572062734,40.875617229560405,0.0,NEUTRO
BCH-USDT,2025-05-11 16:00:00,406.67,36.97297045571302,-2.9102800340646695,-1.7451292948800803,0,0.16775188423599816,-1.817962337035242,0.0011543940659232144,56.40872529775645,0.0,NEUTRO
LINK-USDT,2025-05-11 16:00:00,16.6235,49.683820952103325,0.01308141976547006,0.05746229029761735,1,0.3361320247187266,-0.28552405060253494,6.616700552197763e-05,49.92842587863874,0.0,NEUTRO
ATOM-USDT,2025-05-11 16:00:00,5.2237,52.79523032759202,0.03487963704309838,0.052937969839721294,1,0.3332234702620607,-1.0362988784480225,0.0027300496372661964,120.75496784789605,0.0,NEUTRO
ETC-USDT,2025-05-11 16:00:00,19.6582,44.740814145649615,-0.0036612076134296956,0.07584699330095472,0,0.18472499952038424,-1.8635648853056457,0.0041690939945796535,47.253465320867335,0.0,NEUTRO
FIL-USDT,2025-05-11 16:00:00,3.122,47.25218396928547,0.004667559851568637,0.019726819606024137,1,0.2159419729374104,-1.6723882712355562,0.001218651786286884,175.41432820833182,0.0,NEUTRO
XLM-USDT,2025-05-11 16:00:00,0.3033,45.237455206911875,-0.00039384340829995423,0.0006959083062024415,0,0.22446737396176875,-1.52597402597402,0.0009881422924900019,87.26891501322463,0.0,NEUTRO
NEAR-USDT,2025-05-11 16:00:00,3.1037,44.881542803925264,0.014176523211393732,0.0426043154648757,1,0.11161477267161367,-3.199950098244089,0.00349964682463233,59.85688702022644,0.0,NEUTRO
ALGO-USDT,2025-05-11 16:00:00,0.2376,42.50281339886875,-0.00039356260873329996,0.0008791278616348417,0,0.1339040860713219,-2.2624434389140293,0.00419111483654655,117.8815930351071,0.0,NEUTRO
VET-USDT,2025-05-11 16:00:00,0.03045,42.37539442677934,-6.715990496398289e-05,8.33631561597601e-05,0,0.15495235073534472,-1.9007731958762892,0.0035994764397905277,137.8426735919609,0.0,NEUTRO
ICP-USDT,2025-05-11 16:00:00,5.631,51.01029426007437,0.021403472580985294,0.0365837778926406,1,0.3404673953869146,-0.30099150141642106,0.0033628318584071337,56.89898612200939,0.0,NEUTRO
EOS-USDT,2025-05-11 16:00:00,0.8819,37.014676196398604,-0.008035971508344897,-0.0026079903270276273,0,0.06644924531232062,-3.617486338797816,0.0026148249204183127,42.06125988665402,0.0,NEUTRO
AAVE-USDT,2025-05-11 16:00:00,216.411,41.84188316912467,-0.5501737253388512,0.5370855633839339,0,0.1405488271094616,-2.7353177795655728,0.0006695727663976747,78.36254561881236,0.0,NEUTRO
XTZ-USDT,2025-05-11 16:00:00,0.658,48.01338571846291,0.0027957943351691883,0.005464933176516947,1,0.1818296142534295,-1.937406855439644,0.004538577912254205,58.10765154657963,0.0,NEUTRO
SAND-USDT,2025-05-11 16:00:00,0.35356,51.77203733184052,0.0015777413689882502,0.002921569566417948,1,0.32200510252837283,-0.537316791853046,0.0035480116942465667,116.5378617255082,0.0,NEUTRO
MANA-USDT,2025-05-11 16:00:00,0.36323,46.45904740165975,0.0005776479933209955,0.0023052200724684923,1,0.18405965059270568,-1.5823556506895744,0.0005509186568601887,66.62420808449926,0.0,NEUTRO
THETA-USDT,2025-05-11 16:00:00,0.9778,46.88038448491411,0.009030320535241332,0.0182992087457458,1,0.1551895033413283,-3.4176214934808344,0.004479739360618962,14.350473436893758,0.0,NEUTRO
EGLD-USDT,2025-05-11 16:00:00,19.22,44.98235325248308,0.018915009563382768,0.09317236489686105,1,0.10567917941891751,-2.3373983739837443,0.006204756980351611,115.09901908900997,0.0,NEUTRO
AXS-USDT,2025-05-11 16:00:00,3.085,52.58972519809889,0.02455268799939425,0.040968614711075726,1,0.27528452972222683,-1.406200063918186,0.002599935001625031,95.78779559253066,0.0,NEUTRO
KSM-USDT,2025-05-11 16:00:00,18.48,44.71919310681253,0.013810690838305106,0.0985268244358003,1,0.17135195823925073,-1.6498137307078165,0.003236245954692518,86.63885016425826,0.0,NEUTRO
RUNE-USDT,2025-05-11 16:00:00,1.7089,52.98873804202791,0.018915072077645423,0.027057824284357816,1,0.37770932680482433,-2.0968203953022035,0.0023352209702842686,55.23186840843197,0.0,NEUTRO
ZEC-USDT,2025-05-11 16:00:00,41.455,42.971467153332014,-0.07792380414669253,0.04589602249083684,0,0.053014143143368005,-2.824660103141112,0.009722421288997252,92.86083099341293,0.0,NEUTRO
DASH-USDT,2025-05-11 16:00:00,24.43,48.20210238228496,0.03859105841907251,0.09648660914317699,1,0.25238602979909414,-1.093117408906881,0.005698005698005715,109.22840014838388,0.0,NEUTRO
ENJ-USDT,2025-05-11 16:00:00,0.0949,45.86449027398539,6.34638560362416e-05,0.000564066435575827,1,0.1986392530017442,-1.7598343685300282,0.0031512605042017805,12.67004266805431,0.0,NEUTRO
CHZ-USDT,2025-05-11 16:00:00,0.0474,46.69961651555569,7.537780406938199e-05,0.00027155797334463733,1,0.17857255117064114,-2.106567534076828,0.00461990760184805,121.33876771195034,0.0,NEUTRO
GRT-USDT,2025-05-11 16:00:00,0.11637,42.06849818511277,-0.0001667155027490208,0.0006136897300135154,0,0.07863112906817246,-3.3471760797342127,0.009111035422343372,650.3983959152746,0.0,NEUTRO
CRV-USDT,2025-05-11 16:00:00,0.7498,36.6667196847544,-0.006559077297235927,-0.0011297196943723421,0,0.045937199767069926,-4.544875875238696,0.015105740181268867,58.744408895577585,0.0,NEUTRO
SNX-USDT,2025-05-11 16:00:00,0.85,49.87795512956759,0.004527247082743657,0.008479762926687418,1,0.3017142585952405,-2.6345933562428434,0.0035419126328217754,174.88724598432057,0.0,NEUTRO
COMP-USDT,2025-05-11 16:00:00,47.08,48.11096932637891,0.11415964447151339,0.2788304344126143,1,0.23391169482367352,-0.9050726162913065,0.0012728044123886395,2.804736665009219,0.0,NEUTRO
YFI-USDT,2025-05-11 16:00:00,6293.06,44.78526081340996,17.095227708596212,47.93484773175909,1,0.06915833923709416,-2.8460449469772557,0.0013251002553396063,5.174432729406049,0.0,NEUTRO
1INCH-USDT,2025-05-11 16:00:00,0.2305,44.29728232376668,-0.00015405328467610335,0.0009308019632771992,0,0.14963382727607422,-2.3511967803431473,0.001689116029278015,73.30663618406315,0.0,NEUTRO
BAT-USDT,2025-05-11 16:00:00,0.1627,47.1063569365925,-0.00035569423228759556,0.00013693055710491936,0,0.2853592138646564,-0.6715506715506654,0.0068069306930693685,0.19862843235874655,0.0,NEUTRO
REN-USDT,2025-05-11 16:00:00,0.01075,44.39959829194758,-3.116041404162967e-05,5.695055243185179e-06,0,0.1744674650349107,-0.9216589861751256,0.0018639328984155767,19.181634442345874,0.0,NEUTRO
ZRX-USDT,2025-05-11 16:00:00,0.2982,48.24552620063656,-0.00046302505959877616,0.00024887126401258844,0,0.32438437607441717,-0.7653910149750311,0.0053944706675659315,10.6524506072873,0.0,NEUTRO
